Customer ID,Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Churn Status (Yes/No),Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created
1207,50,9,2.24,7,Mobile,Comedy,Europe,On-Time,Basic,No,1,32,3911,Yes,3
1208,29,4,5.89,3,Smart TV,Action,Oceania,On-Time,Standard,No,8,45,7818,Yes,4
1209,23,10,3.72,9,Smart TV,Sci-fi,South America,Delayed,Basic,Yes,9,64,3592,No,1
1210,9,8,3.65,9,Laptop,Sci-fi,Europe,On-Time,Basic,No,1,33,8010,Yes,2
1211,44,1,5.78,4,Smart TV,Action,South America,On-Time,Basic,No,2,62,7335,No,5
1212,57,7,1.88,7,Mobile,Action,Africa,On-Time,Basic,No,4,29,4468,Yes,3
1213,30,8,4.44,7,Mobile,Comedy,Europe,On-Time,Standard,No,7,46,6342,Yes,1
1214,54,7,2.42,7,Smart TV,Sci-fi,North America,Delayed,Basic,No,6,50,2959,No,2
1215,19,1,5.12,5,Tablet,Comedy,South America,On-Time,Basic,No,10,66,7381,Yes,1
1216,48,10,4.53,10,Tablet,Action,Asia,On-Time,Basic,No,7,19,7334,Yes,5
1217,19,8,1.98,8,Mobile,Action,Africa,On-Time,Premium,No,8,64,2201,Yes,2
1218,5,4,2.74,3,Laptop,Comedy,North America,On-Time,Standard,Yes,7,39,6477,No,3
1219,53,10,3.77,7,Laptop,Comedy,Africa,On-Time,Premium,No,5,60,7306,No,5
1220,32,8,1.37,8,Tablet,Sci-fi,North America,On-Time,Premium,No,7,65,5928,No,5
1221,24,10,4.33,8,Mobile,Action,Oceania,On-Time,Standard,No,0,24,3188,Yes,1
1222,57,6,2.5,1,Laptop,Action,Europe,On-Time,Basic,No,9,57,6074,No,1
1223,35,4,2.35,1,Laptop,Action,Europe,On-Time,Standard,No,5,30,8640,No,4
1224,32,10,5.41,10,Mobile,Romance,Asia,On-Time,Basic,No,5,32,3561,Yes,1
1225,17,3,3.58,6,Laptop,Drama,South America,Delayed,Basic,Yes,1,25,3453,Yes,5
1226,38,6,3.09,2,Mobile,Drama,Asia,Delayed,Basic,No,6,31,7429,Yes,1
1227,30,6,5.94,3,Laptop,Drama,Africa,On-Time,Standard,No,0,61,9814,Yes,3
1228,4,2,1.72,5,Laptop,Drama,South America,On-Time,Standard,No,5,53,3808,Yes,2
1229,3,8,5.28,8,Mobile,Action,Oceania,Delayed,Standard,Yes,0,69,7001,No,5
1230,13,8,4.83,8,Laptop,Romance,Asia,On-Time,Basic,No,3,56,6582,Yes,4
1231,2,10,3.57,7,Mobile,Sci-fi,Asia,On-Time,Premium,No,2,38,7954,Yes,4
1232,41,10,1.05,10,Smart TV,Drama,Europe,On-Time,Basic,No,8,59,4814,Yes,4
1233,40,3,4.72,2,Mobile,Action,North America,On-Time,Basic,No,7,50,2977,No,3
1234,28,6,3.45,6,Smart TV,Comedy,North America,On-Time,Basic,No,8,49,7563,Yes,3
1235,1,1,4.62,5,Laptop,Sci-fi,Europe,On-Time,Basic,No,5,18,7873,Yes,2
1236,50,3,3.44,3,Tablet,Romance,Europe,On-Time,Standard,No,2,41,7037,Yes,3
1237,51,10,1.67,7,Laptop,Comedy,North America,On-Time,Basic,No,4,69,5029,No,1
1238,38,9,4.38,10,Mobile,Romance,Oceania,Delayed,Basic,No,5,49,4406,No,4
1239,58,5,1.51,5,Laptop,Action,South America,Delayed,Basic,No,8,39,7518,Yes,5
1240,38,8,1.45,10,Tablet,Action,South America,On-Time,Standard,No,4,62,3826,No,1
1241,41,10,2.35,8,Laptop,Action,Europe,On-Time,Basic,No,3,39,8699,Yes,5
1242,3,10,5.09,10,Smart TV,Action,Asia,On-Time,Standard,No,1,50,8837,No,4
1243,40,7,5.89,7,Smart TV,Comedy,South America,On-Time,Basic,No,9,44,3343,Yes,3
1244,20,10,1.95,10,Mobile,Comedy,North America,On-Time,Basic,No,7,28,9489,Yes,2
1245,23,4,4.96,6,Laptop,Drama,Europe,On-Time,Standard,Yes,2,61,5737,No,2
1246,41,7,2.18,9,Tablet,Sci-fi,Africa,Delayed,Standard,No,0,33,7516,No,3
1247,50,3,3.84,5,Tablet,Drama,South America,Delayed,Basic,No,8,18,9134,Yes,1
1248,42,6,2.7,6,Smart TV,Romance,South America,On-Time,Basic,No,5,62,4023,Yes,5
1249,13,7,1.99,10,Mobile,Comedy,Africa,On-Time,Standard,No,4,23,3877,Yes,5
1250,2,8,3.93,10,Tablet,Romance,Europe,On-Time,Premium,No,9,64,9885,Yes,2
1251,20,9,2.14,9,Laptop,Romance,South America,On-Time,Standard,No,0,63,8615,No,3
1252,57,6,1.61,2,Laptop,Romance,North America,On-Time,Premium,No,9,44,7982,No,5
1253,40,10,4.27,9,Mobile,Sci-fi,Asia,On-Time,Standard,No,10,62,3279,Yes,2
1254,38,9,5.52,7,Tablet,Sci-fi,North America,On-Time,Basic,No,9,55,7868,Yes,4
1255,43,9,4.44,8,Laptop,Sci-fi,Asia,On-Time,Standard,No,4,32,8903,Yes,1
1256,29,6,3.12,1,Tablet,Action,South America,On-Time,Standard,No,8,28,6053,Yes,1
1257,44,9,5.11,7,Mobile,Sci-fi,North America,Delayed,Premium,No,2,66,5314,Yes,3
1258,54,2,3.81,4,Mobile,Comedy,Africa,On-Time,Basic,No,8,55,5163,Yes,4
1259,13,7,3.39,9,Mobile,Sci-fi,Europe,On-Time,Premium,No,6,60,8011,No,5
1260,44,8,2.28,10,Mobile,Romance,Europe,On-Time,Basic,No,9,30,4251,Yes,1
1261,18,7,5.2,9,Smart TV,Comedy,South America,On-Time,Standard,No,3,68,9649,Yes,2
1262,34,6,1,2,Mobile,Comedy,North America,On-Time,Standard,No,1,28,1712,No,2
1263,9,3,2.08,1,Smart TV,Romance,Oceania,On-Time,Standard,No,7,31,9452,Yes,4
1264,16,8,3.61,8,Smart TV,Comedy,North America,On-Time,Basic,No,0,24,6975,Yes,4
1265,30,10,5.4,9,Mobile,Romance,Europe,On-Time,Basic,No,3,52,6945,Yes,5
1266,49,7,1.34,8,Mobile,Action,Europe,On-Time,Standard,No,5,35,1235,Yes,4
1267,2,9,5.1,10,Laptop,Comedy,Asia,On-Time,Standard,No,0,31,1699,Yes,4
1268,33,5,2.54,6,Mobile,Action,South America,On-Time,Premium,No,8,24,1675,Yes,1
1269,11,7,2.4,10,Tablet,Action,South America,On-Time,Basic,No,9,38,6916,Yes,1
1270,38,8,2.57,7,Laptop,Drama,Africa,On-Time,Basic,No,7,65,8878,Yes,4
1271,47,5,2.7,3,Tablet,Action,North America,On-Time,Standard,No,5,70,8505,Yes,1
1272,20,5,5.14,1,Tablet,Sci-fi,Asia,On-Time,Basic,Yes,1,55,1423,No,4
1273,47,8,3.89,9,Laptop,Action,Europe,Delayed,Premium,No,8,49,1604,No,3
1274,20,10,2.56,7,Smart TV,Sci-fi,Africa,Delayed,Standard,Yes,9,46,2600,No,3
1275,41,2,5.92,4,Tablet,Sci-fi,Africa,On-Time,Basic,No,2,59,9582,No,2
1276,24,4,4.08,4,Tablet,Sci-fi,Europe,On-Time,Standard,Yes,10,37,5330,No,2
1277,24,10,3.57,8,Smart TV,Comedy,North America,Delayed,Basic,Yes,4,54,8096,Yes,4
1278,21,9,1.96,9,Laptop,Drama,South America,Delayed,Standard,Yes,3,64,7301,Yes,2
1279,13,10,4.14,8,Laptop,Drama,South America,On-Time,Basic,No,8,21,9130,Yes,1
1280,32,9,1.87,10,Mobile,Romance,Asia,Delayed,Premium,No,8,42,5740,Yes,5
1281,52,4,5.4,2,Mobile,Action,South America,On-Time,Basic,No,7,43,9158,Yes,4
1282,4,1,4.87,3,Mobile,Action,Asia,On-Time,Standard,No,2,66,6382,Yes,3
1283,42,7,1.09,8,Mobile,Comedy,Europe,On-Time,Premium,No,0,47,3756,Yes,4
1284,26,5,2.11,5,Tablet,Sci-fi,Europe,On-Time,Basic,No,7,68,6725,No,1
1285,40,2,4.4,5,Mobile,Drama,North America,Delayed,Premium,No,3,48,7635,Yes,1
1286,26,5,4.41,6,Mobile,Drama,Oceania,Delayed,Standard,No,6,69,2319,No,2
1287,6,5,2.72,1,Smart TV,Comedy,Europe,On-Time,Premium,No,8,52,3393,Yes,4
1288,13,9,5.12,7,Laptop,Drama,Africa,On-Time,Standard,No,2,25,8268,Yes,1
1289,44,1,1.13,3,Smart TV,Romance,Oceania,On-Time,Standard,No,8,35,3019,Yes,5
1290,21,7,5.36,10,Laptop,Drama,South America,On-Time,Premium,No,3,54,8131,Yes,5
1291,27,9,4.3,7,Mobile,Drama,South America,On-Time,Basic,No,8,19,2560,Yes,4
1292,9,9,5.93,8,Smart TV,Romance,South America,On-Time,Basic,No,3,25,1131,Yes,1
1293,52,7,4.07,10,Mobile,Drama,Oceania,Delayed,Standard,No,10,29,6621,Yes,3
1294,25,5,3.27,4,Tablet,Romance,Oceania,Delayed,Standard,No,6,30,8660,Yes,5
1295,50,8,1.98,8,Mobile,Drama,Oceania,On-Time,Standard,No,5,58,7289,No,1
1296,11,3,4.38,5,Mobile,Comedy,Europe,On-Time,Basic,Yes,4,42,1227,No,5
1297,21,10,1.26,9,Mobile,Romance,North America,On-Time,Standard,No,8,45,3082,Yes,1
1298,24,6,3.19,5,Tablet,Action,South America,On-Time,Basic,Yes,9,63,9553,No,5
1299,46,9,3.27,10,Laptop,Romance,Oceania,On-Time,Premium,No,10,46,5578,No,2
1300,11,10,5.69,8,Smart TV,Drama,Europe,On-Time,Basic,No,0,43,9255,Yes,1
1301,5,10,3.21,8,Laptop,Sci-fi,South America,On-Time,Standard,No,10,54,8116,Yes,4
1302,19,2,3.02,4,Tablet,Sci-fi,South America,On-Time,Basic,No,10,68,4719,Yes,4
1303,43,1,1.34,3,Mobile,Romance,North America,On-Time,Basic,No,6,57,1340,Yes,4
1304,47,6,3.93,5,Smart TV,Drama,Africa,Delayed,Standard,No,1,24,1980,No,1
1305,54,2,2,6,Mobile,Action,Oceania,On-Time,Basic,No,3,54,5468,Yes,2
1306,33,10,5.48,10,Mobile,Action,Africa,On-Time,Standard,No,9,67,4788,Yes,1
1307,12,8,4.93,10,Tablet,Action,Africa,On-Time,Premium,No,7,25,2367,Yes,1
1308,32,10,5.28,7,Tablet,Comedy,Oceania,On-Time,Basic,No,4,39,9264,Yes,4
1309,56,9,5.59,9,Tablet,Romance,Europe,Delayed,Basic,No,1,31,7011,Yes,2
1310,16,10,3.68,10,Tablet,Drama,Europe,On-Time,Basic,No,6,26,9103,Yes,5
1311,18,8,1.7,9,Laptop,Romance,South America,On-Time,Basic,No,0,48,1397,Yes,2
1312,38,1,5.56,6,Mobile,Romance,Asia,On-Time,Basic,No,9,44,5508,Yes,5
1313,11,3,5.95,2,Laptop,Action,North America,Delayed,Premium,Yes,8,49,6606,Yes,5
1314,42,8,3.31,7,Laptop,Romance,Europe,Delayed,Basic,No,5,32,7496,No,3
1315,46,8,5.73,8,Tablet,Sci-fi,North America,On-Time,Standard,No,8,24,6184,No,3
1316,44,10,5.93,7,Laptop,Comedy,Africa,On-Time,Standard,No,2,65,9143,No,3
1317,49,8,1.17,10,Smart TV,Romance,Oceania,Delayed,Basic,No,5,55,6301,Yes,5
1318,48,6,1.37,2,Laptop,Sci-fi,Asia,On-Time,Basic,No,0,47,3657,Yes,2
1319,16,8,2.19,8,Tablet,Comedy,North America,On-Time,Standard,No,5,33,7866,Yes,1
1320,24,2,1.07,1,Tablet,Comedy,Asia,On-Time,Basic,No,2,55,3755,Yes,3
1321,13,7,3.1,7,Smart TV,Sci-fi,Asia,On-Time,Premium,No,1,65,2706,No,1
1322,32,10,3.07,9,Laptop,Action,Africa,Delayed,Basic,No,10,68,3561,No,3
1323,39,3,2.04,4,Laptop,Comedy,North America,On-Time,Basic,No,10,52,6680,Yes,1
1324,22,9,4.07,9,Smart TV,Action,Oceania,On-Time,Basic,No,2,36,8019,No,2
1325,14,10,5.9,10,Tablet,Sci-fi,Asia,On-Time,Basic,No,4,23,8422,No,2
1326,48,9,1.75,8,Tablet,Comedy,Africa,On-Time,Basic,No,0,64,7177,No,3
1327,4,10,4.62,7,Smart TV,Comedy,South America,Delayed,Basic,Yes,5,39,6233,Yes,2
1328,12,2,5.15,5,Mobile,Romance,Oceania,On-Time,Basic,Yes,6,27,1401,No,5
1329,45,10,1.01,7,Tablet,Action,Africa,On-Time,Premium,No,8,62,6304,Yes,2
1330,12,10,4.16,8,Mobile,Romance,Asia,Delayed,Basic,Yes,8,67,9935,No,5
1331,22,8,3.09,8,Smart TV,Drama,South America,Delayed,Basic,Yes,10,63,7016,Yes,3
1332,50,8,2.29,8,Laptop,Action,North America,On-Time,Standard,No,2,50,6769,Yes,4
1333,35,8,5.17,8,Smart TV,Comedy,Africa,On-Time,Basic,No,10,32,3982,Yes,5
1334,55,9,5.22,7,Mobile,Romance,Europe,On-Time,Premium,No,6,20,1933,Yes,2
1335,20,9,3.05,9,Smart TV,Action,Europe,On-Time,Premium,No,1,55,5938,Yes,3
1336,56,8,5.72,10,Laptop,Romance,South America,On-Time,Basic,No,5,26,2986,Yes,5
1337,56,2,3.71,3,Laptop,Comedy,Asia,On-Time,Standard,No,0,53,5508,Yes,3
1338,7,7,2.87,9,Smart TV,Romance,South America,Delayed,Basic,Yes,4,20,3959,Yes,2
1339,49,8,2.43,7,Laptop,Action,Europe,On-Time,Premium,No,8,48,3820,Yes,2
1340,26,7,5.6,8,Mobile,Sci-fi,Asia,Delayed,Standard,No,5,39,2209,Yes,2
1341,13,8,5.18,8,Smart TV,Sci-fi,Oceania,On-Time,Basic,No,9,39,5397,Yes,2
1342,34,8,2.22,7,Tablet,Comedy,South America,Delayed,Basic,No,0,21,8068,No,5
1343,33,10,4.26,10,Mobile,Romance,South America,Delayed,Premium,No,2,45,9610,No,2
1344,4,7,1.98,10,Laptop,Comedy,Europe,On-Time,Standard,No,10,23,6490,Yes,5
1345,3,8,1.88,9,Laptop,Drama,Oceania,On-Time,Standard,No,7,42,9652,Yes,5
1346,37,5,3.26,5,Laptop,Sci-fi,Asia,On-Time,Basic,No,8,47,7216,Yes,3
1347,18,9,4.61,8,Laptop,Comedy,Europe,Delayed,Standard,Yes,0,48,7283,Yes,2
1348,40,2,2.64,5,Smart TV,Comedy,North America,On-Time,Basic,No,7,28,8755,Yes,2
1349,19,5,3.55,6,Smart TV,Comedy,Oceania,On-Time,Basic,No,0,19,3223,Yes,3
1350,26,8,2.82,8,Smart TV,Drama,Africa,On-Time,Premium,No,7,35,4156,Yes,1
1351,34,7,3.74,8,Tablet,Romance,Europe,On-Time,Basic,No,6,42,3256,Yes,3
1352,58,2,3.82,4,Mobile,Action,Asia,On-Time,Basic,No,4,58,5859,Yes,1
1353,49,6,4.6,2,Mobile,Drama,Africa,On-Time,Basic,No,2,23,3179,No,5
1354,30,7,4.61,8,Smart TV,Drama,North America,On-Time,Standard,No,2,50,5825,Yes,5
1355,22,10,4.31,9,Laptop,Sci-fi,Europe,On-Time,Basic,No,2,65,6444,Yes,5
1356,36,3,2.41,6,Laptop,Drama,South America,On-Time,Basic,No,2,57,2241,Yes,1
1357,7,1,5.8,1,Laptop,Drama,Oceania,On-Time,Basic,No,8,45,8259,Yes,2
1358,41,9,1.77,7,Mobile,Sci-fi,South America,Delayed,Standard,No,5,57,8720,No,1
1359,10,6,3.48,1,Smart TV,Action,Africa,On-Time,Standard,No,6,61,7987,Yes,5
1360,9,7,2.72,9,Tablet,Romance,Asia,On-Time,Standard,No,6,35,1991,No,4
1361,5,10,3.37,8,Tablet,Drama,Europe,On-Time,Basic,No,5,46,4656,Yes,5
1362,21,3,4.24,2,Laptop,Comedy,Europe,On-Time,Basic,No,2,57,5194,Yes,5
1363,12,6,2.24,6,Tablet,Drama,Europe,Delayed,Premium,Yes,1,35,3289,No,4
1364,25,6,1.06,1,Mobile,Comedy,South America,On-Time,Basic,No,5,49,2480,Yes,5
1365,55,7,4.4,10,Smart TV,Sci-fi,Oceania,On-Time,Basic,No,8,53,3861,Yes,5
1366,31,7,3.03,9,Laptop,Romance,Europe,On-Time,Basic,No,2,32,6817,Yes,1
1367,27,4,5.29,1,Laptop,Sci-fi,Europe,Delayed,Basic,No,9,27,7976,No,2
1368,48,7,3.48,9,Tablet,Action,North America,On-Time,Basic,No,6,69,1171,Yes,5
1369,24,6,3.53,5,Laptop,Romance,South America,On-Time,Standard,No,8,63,1428,Yes,3
1370,36,9,5.37,9,Smart TV,Drama,North America,On-Time,Premium,No,1,64,9184,Yes,2
1371,1,9,1.3,8,Laptop,Sci-fi,Africa,On-Time,Standard,No,7,47,4976,Yes,3
1372,52,9,5.45,9,Tablet,Drama,Oceania,On-Time,Basic,No,10,24,7270,Yes,4
1373,9,9,3.91,7,Mobile,Sci-fi,Europe,On-Time,Basic,No,8,69,3902,No,2
1374,25,4,1.53,6,Smart TV,Sci-fi,Africa,Delayed,Standard,No,0,26,8530,Yes,4
1375,5,6,4.06,5,Mobile,Comedy,Europe,Delayed,Basic,Yes,5,18,2083,No,4
1376,34,1,3.33,3,Mobile,Drama,Africa,On-Time,Basic,No,9,60,2664,No,3
1377,60,8,4.21,8,Mobile,Comedy,Oceania,On-Time,Premium,No,0,62,3352,Yes,1
1378,50,8,5.35,7,Laptop,Comedy,North America,Delayed,Basic,No,6,48,1352,Yes,5
1379,59,8,3.33,10,Laptop,Drama,Europe,Delayed,Basic,No,2,35,7071,Yes,2
1380,46,3,3.68,2,Laptop,Action,Africa,On-Time,Basic,No,9,59,2904,Yes,3
1381,32,8,1.81,9,Laptop,Drama,Asia,On-Time,Premium,No,10,39,9410,No,4
1382,12,3,5.56,5,Smart TV,Drama,Oceania,On-Time,Standard,Yes,5,26,8043,No,4
1383,52,8,4.34,10,Tablet,Comedy,South America,On-Time,Standard,No,4,60,9534,Yes,3
1384,26,8,4.83,7,Tablet,Comedy,North America,On-Time,Premium,No,2,60,2623,Yes,2
1385,21,9,5.38,7,Tablet,Romance,Africa,Delayed,Standard,Yes,8,60,8350,Yes,3
1386,8,7,1.4,9,Laptop,Sci-fi,Africa,On-Time,Standard,No,4,57,8379,Yes,4
1387,12,7,3.86,8,Laptop,Sci-fi,Africa,On-Time,Basic,No,3,64,4597,Yes,1
1388,33,10,1.08,10,Mobile,Drama,Africa,On-Time,Standard,No,5,49,4628,No,3
1389,45,8,1.49,7,Laptop,Drama,Asia,On-Time,Basic,No,9,54,9197,Yes,2
1390,16,4,1.86,3,Mobile,Sci-fi,Asia,On-Time,Standard,No,7,60,8886,Yes,1
1391,6,7,5.59,9,Smart TV,Romance,Europe,On-Time,Standard,No,6,59,7364,Yes,5
1392,22,4,2.73,1,Laptop,Action,Europe,Delayed,Premium,Yes,8,24,6297,Yes,5
1393,46,10,5.27,10,Laptop,Romance,Africa,Delayed,Standard,No,4,43,5158,Yes,4
1394,46,7,4.35,9,Tablet,Romance,South America,On-Time,Standard,No,7,56,8606,Yes,2
1395,54,10,5,9,Mobile,Action,North America,On-Time,Basic,No,9,64,3008,Yes,5
1396,39,9,1.19,10,Laptop,Comedy,Oceania,On-Time,Basic,No,2,38,8421,Yes,3
1397,31,9,4.58,8,Laptop,Sci-fi,North America,Delayed,Premium,No,2,55,7763,No,3
1398,11,6,4.63,1,Tablet,Drama,Oceania,On-Time,Basic,No,5,68,4265,Yes,4
1399,48,2,5.12,5,Tablet,Drama,Oceania,On-Time,Basic,No,0,27,2607,No,1
1400,21,10,1.21,7,Mobile,Romance,Oceania,On-Time,Basic,No,1,61,9862,No,5
1401,49,8,2.96,8,Tablet,Romance,North America,Delayed,Standard,No,1,22,6935,No,1
1402,4,6,3.26,5,Tablet,Sci-fi,Africa,On-Time,Standard,Yes,4,26,9958,No,2
1403,38,10,2.42,7,Smart TV,Drama,North America,On-Time,Basic,No,0,39,9642,Yes,2
1404,16,10,2.02,8,Laptop,Comedy,Africa,On-Time,Premium,No,4,41,6863,Yes,1
1405,11,9,5.21,10,Laptop,Romance,North America,On-Time,Basic,No,5,64,1070,Yes,4
1406,57,6,4.59,2,Tablet,Sci-fi,Europe,On-Time,Standard,No,4,35,2965,Yes,4
1407,32,5,1.88,4,Mobile,Action,Europe,On-Time,Standard,No,0,43,1961,Yes,2
1408,52,10,3.44,10,Mobile,Comedy,Oceania,Delayed,Standard,No,0,58,8923,Yes,3
1409,52,8,1.24,7,Laptop,Romance,Asia,On-Time,Premium,No,0,59,3465,No,3
1410,28,2,2.38,3,Mobile,Romance,Africa,On-Time,Basic,No,6,56,3115,No,2
1411,13,4,2.31,6,Tablet,Sci-fi,Oceania,On-Time,Standard,Yes,7,19,7510,No,1
1412,14,8,3.13,9,Smart TV,Action,Oceania,On-Time,Basic,No,8,62,7269,No,5
1413,37,3,1.84,3,Laptop,Sci-fi,North America,On-Time,Standard,No,3,30,9799,Yes,4
1414,35,8,5.64,7,Tablet,Comedy,Asia,Delayed,Basic,No,0,33,8874,Yes,5
1415,56,9,4.73,9,Smart TV,Comedy,Oceania,On-Time,Basic,No,4,63,9332,Yes,3
1416,44,3,2.8,1,Tablet,Comedy,Asia,Delayed,Standard,No,9,32,3841,Yes,4
1417,2,8,4.74,7,Laptop,Sci-fi,South America,On-Time,Basic,No,1,34,7918,No,2
1418,46,8,1.78,7,Smart TV,Romance,Africa,On-Time,Premium,No,0,47,8764,Yes,3
1419,59,4,5.62,6,Tablet,Romance,Asia,Delayed,Premium,No,7,40,3860,Yes,2
1420,31,9,3.04,7,Mobile,Action,Europe,Delayed,Premium,No,4,23,1783,No,1
1421,49,9,4.93,10,Tablet,Comedy,South America,On-Time,Standard,No,3,68,4827,Yes,3
1422,55,10,4.98,9,Mobile,Sci-fi,South America,On-Time,Basic,No,1,21,8800,Yes,4
1423,3,8,5.72,9,Laptop,Action,Oceania,On-Time,Basic,No,9,70,7596,Yes,2
1424,44,8,4.56,7,Laptop,Sci-fi,Oceania,Delayed,Premium,No,9,54,5177,Yes,4
1425,20,10,5.62,8,Tablet,Romance,Europe,Delayed,Premium,Yes,4,26,4084,Yes,2
1426,14,3,1.04,4,Tablet,Drama,North America,On-Time,Basic,No,1,68,4104,Yes,4
1427,39,8,4.06,9,Smart TV,Romance,South America,On-Time,Basic,No,7,18,3039,No,4
1428,48,6,5.3,1,Mobile,Romance,Oceania,On-Time,Basic,No,9,24,3502,No,3
1429,5,10,1.73,7,Tablet,Drama,Asia,On-Time,Basic,No,1,58,6246,Yes,3
1430,50,7,1.3,7,Mobile,Drama,Africa,Delayed,Standard,No,1,18,4961,Yes,2
1431,34,3,5.22,3,Smart TV,Sci-fi,Africa,On-Time,Basic,No,5,50,2597,Yes,5
1432,7,10,2.6,10,Mobile,Action,South America,On-Time,Basic,No,5,62,2710,Yes,1
1433,55,5,3.94,3,Tablet,Sci-fi,Oceania,On-Time,Premium,No,4,47,1385,No,1
1434,45,5,1.32,2,Laptop,Romance,Oceania,On-Time,Premium,No,6,34,1980,Yes,1
1435,56,7,1.29,9,Tablet,Action,Europe,On-Time,Basic,No,8,67,5049,No,5
1436,33,10,4.16,9,Smart TV,Sci-fi,Oceania,On-Time,Basic,No,1,41,9483,No,3
1437,45,1,5.7,3,Smart TV,Action,Oceania,On-Time,Basic,No,1,54,3519,Yes,3
1438,32,9,1.47,8,Tablet,Comedy,Europe,On-Time,Premium,No,6,43,9716,Yes,5
1439,12,9,5.09,8,Mobile,Sci-fi,Asia,On-Time,Standard,No,5,33,6294,No,4
1440,14,10,5.86,9,Smart TV,Romance,Europe,On-Time,Basic,No,7,39,5552,Yes,4
1441,43,10,1.9,10,Smart TV,Romance,Africa,Delayed,Basic,No,3,35,4088,No,3
1442,15,9,4.89,9,Tablet,Sci-fi,North America,On-Time,Standard,No,2,27,8133,No,3
1443,50,6,2.26,5,Laptop,Sci-fi,Asia,On-Time,Basic,No,3,58,4336,Yes,1
1444,59,4,5.02,4,Mobile,Sci-fi,Africa,On-Time,Premium,No,7,47,9703,No,2
1445,28,8,2.49,7,Smart TV,Romance,Africa,On-Time,Standard,No,6,21,3062,Yes,2
1446,33,8,1.11,8,Smart TV,Sci-fi,Asia,Delayed,Standard,No,7,38,2289,Yes,2
1447,12,9,5.47,8,Tablet,Sci-fi,Asia,On-Time,Basic,No,2,62,5488,Yes,2
1448,10,9,3.43,9,Mobile,Drama,South America,On-Time,Premium,No,10,69,6851,No,2
1449,47,1,5.73,5,Tablet,Romance,Europe,On-Time,Standard,No,1,50,4448,Yes,1
1450,31,10,5.15,7,Tablet,Action,North America,On-Time,Standard,No,9,66,2163,No,2
1451,27,9,1.48,7,Tablet,Comedy,Africa,On-Time,Basic,No,9,31,9247,Yes,2
1452,35,7,2.5,8,Tablet,Sci-fi,South America,On-Time,Basic,No,1,44,9792,Yes,2
1453,8,7,3.07,8,Laptop,Romance,Asia,On-Time,Standard,No,10,54,9220,Yes,3
1454,10,10,1.56,7,Smart TV,Sci-fi,Africa,On-Time,Basic,No,1,43,5930,Yes,5
1455,44,1,3.63,2,Tablet,Comedy,Oceania,On-Time,Premium,No,1,25,5905,Yes,4
1456,27,9,2.9,10,Mobile,Romance,Oceania,On-Time,Basic,No,0,45,4677,Yes,3
1457,13,9,4.04,7,Laptop,Action,Oceania,On-Time,Basic,No,2,19,6360,No,1
1458,60,3,1.29,3,Tablet,Drama,Africa,On-Time,Standard,No,4,51,6057,Yes,3
1459,4,3,5.27,1,Smart TV,Comedy,South America,On-Time,Premium,No,8,37,6998,No,4
1460,17,8,3.01,7,Smart TV,Romance,Asia,On-Time,Premium,No,1,58,5964,Yes,4
1461,54,9,4.23,9,Smart TV,Drama,South America,On-Time,Basic,No,4,31,5832,Yes,2
1462,51,10,5.21,10,Tablet,Comedy,Oceania,On-Time,Basic,No,6,19,2548,Yes,4
1463,40,2,4.76,2,Tablet,Sci-fi,Oceania,Delayed,Basic,No,8,41,2763,Yes,3
1464,25,7,4.71,9,Laptop,Comedy,Europe,On-Time,Standard,No,10,25,8342,Yes,5
1465,32,6,5.49,4,Mobile,Romance,South America,On-Time,Standard,No,1,32,6511,No,5
1466,24,7,3.08,7,Tablet,Action,South America,On-Time,Premium,No,2,55,4679,Yes,5
1467,37,4,2.5,1,Smart TV,Comedy,Asia,On-Time,Premium,No,1,44,2938,Yes,3
1468,44,2,1.3,2,Laptop,Drama,North America,On-Time,Basic,No,6,44,2661,No,3
1469,10,8,4.13,7,Laptop,Drama,Africa,On-Time,Basic,No,6,58,8960,Yes,4
1470,10,5,4.03,4,Mobile,Drama,Europe,On-Time,Basic,Yes,2,60,7490,No,1
1471,35,9,3.46,8,Laptop,Romance,Africa,On-Time,Basic,No,3,49,1596,Yes,3
1472,25,2,4.78,1,Mobile,Action,Europe,On-Time,Basic,No,10,69,2173,Yes,1
1473,11,9,1.44,8,Smart TV,Comedy,Oceania,On-Time,Premium,No,3,64,2371,Yes,1
1474,35,5,1.58,1,Smart TV,Comedy,Asia,On-Time,Standard,No,8,20,3415,No,1
1475,58,7,1.01,10,Laptop,Romance,Europe,On-Time,Basic,No,10,44,1796,Yes,1
1476,38,9,2.94,8,Tablet,Romance,Africa,On-Time,Standard,No,3,35,3843,Yes,1
1477,11,10,3.5,9,Smart TV,Sci-fi,Africa,On-Time,Standard,No,9,52,8747,No,5
1478,2,10,5.68,10,Mobile,Sci-fi,Europe,On-Time,Basic,No,0,34,7986,Yes,5
1479,22,9,5.1,7,Mobile,Romance,Asia,On-Time,Standard,No,8,22,1811,Yes,5
1480,43,4,4.96,6,Tablet,Action,North America,On-Time,Basic,No,10,21,8786,Yes,4
1481,45,10,2.36,10,Laptop,Drama,Europe,On-Time,Premium,No,6,59,6917,Yes,5
